gene	strand	aligned reads	num sites	locations
ENSMUSG00000003233	+	3	1	20531673
ENSMUSG00000053841	-	1	0	
ENSMUSG00000030611	+	4	1	78792989
ENSMUSG00000005503	+	1	0	
ENSMUSG00000031561	-	1	0	
ENSMUSG00000018661	+	9	1	113662401
ENSMUSG00000063235	-	1	0	
ENSMUSG00000059070	+	30	1	45720828
ENSMUSG00000040749	-	3	1	164070702
ENSMUSG00000110976	+	5	1	31433506
ENSMUSG00000093674	-	9	1	128548113
ENSMUSG00000034663	+	1	0	
ENSMUSG00000054362	-	1	0	
ENSMUSG00000074884	+	42	1	121451054
ENSMUSG00000058624	-	1	0	
ENSMUSG00000005442	+	5	1	25294140
ENSMUSG00000014245	+	1	0	
ENSMUSG00000097807	-	1	0	
ENSMUSG00000024556	-	15	2	73770569,73770039
ENSMUSG00000021831	-	3	1	45285862
ENSMUSG00000028689	+	2	1	116715104
ENSMUSG00000027406	-	1	0	
ENSMUSG00000109844	-	42	1	47260699
ENSMUSG00000097864	-	1	0	
ENSMUSG00000002020	-	3	1	84783211
ENSMUSG00000022760	-	33	1	17528081
ENSMUSG00000035473	+	2	0	
ENSMUSG00000020150	-	1	0	
ENSMUSG00000103401	-	1	0	
ENSMUSG00000019866	-	3	0	
ENSMUSG00000000440	+	5	1	115490399
ENSMUSG00000022774	+	7	2	31958185,31957154
ENSMUSG00000006356	+	3	1	113145500
ENSMUSG00000061046	-	1	0	
ENSMUSG00000029363	-	5	1	117379144
ENSMUSG00000021395	+	251	3	51149222,51150076,51149245
ENSMUSG00000040043	-	3	1	128133227
ENSMUSG00000009907	-	3	0	
ENSMUSG00000002812	-	13	1	60714142
ENSMUSG00000034343	+	1	0	
ENSMUSG00000034442	-	5	1	73280397
ENSMUSG00000038665	-	1	0	
ENSMUSG00000040462	-	16	1	127095649
ENSMUSG00000002365	+	18	2	5931956,5931035
ENSMUSG00000022386	+	2	1	85897394
ENSMUSG00000040463	+	6	1	72451550
ENSMUSG00000024969	-	18	2	7276732,7275395
ENSMUSG00000022111	+	30	3	101696125,101667762,101667276
ENSMUSG00000035385	+	3	1	82037453
ENSMUSG00000034640	+	4	0	
ENSMUSG00000032307	+	2	1	55207525
ENSMUSG00000069378	+	5	1	53575904
ENSMUSG00000079157	-	1	0	
ENSMUSG00000020721	+	2	1	107686943
ENSMUSG00000032181	-	3	0	
ENSMUSG00000042540	+	1	0	
ENSMUSG00000015804	+	74	1	45525601
ENSMUSG00000072109	+	91	2	85113774,85114032
ENSMUSG00000070822	-	1	0	
ENSMUSG00000021893	+	2	1	31371984
ENSMUSG00000037536	+	2	1	47531958
ENSMUSG00000026188	+	1	0	
ENSMUSG00000000731	-	6	1	78030031
ENSMUSG00000031565	+	2	1	25574791
ENSMUSG00000022434	+	1	0	
ENSMUSG00000023832	-	1	0	
ENSMUSG00000026675	-	1	0	
ENSMUSG00000061650	+	5	1	59961123
ENSMUSG00000003348	-	1	0	
ENSMUSG00000037573	+	2	1	94215495
ENSMUSG00000085808	+	1	0	
ENSMUSG00000011960	-	2	0	
ENSMUSG00000030559	+	11	1	88491455
ENSMUSG00000027194	-	5	1	94327913
ENSMUSG00000020354	-	1	0	
ENSMUSG00000023723	+	5	1	88211507
ENSMUSG00000030671	+	1	0	
ENSMUSG00000046314	-	1	0	
ENSMUSG00000052557	+	1	0	
ENSMUSG00000114695	-	2	0	
ENSMUSG00000041353	-	4	2	150409312,150409024
ENSMUSG00000048911	-	5	1	131302213
ENSMUSG00000021302	-	1	0	
ENSMUSG00000011254	-	5	1	45947861
ENSMUSG00000078872	+	2	1	177086425
ENSMUSG00000001983	+	2	1	106073593
ENSMUSG00000018669	-	2	0	
ENSMUSG00000003660	+	8	1	127240448
ENSMUSG00000037798	+	2	0	
ENSMUSG00000022540	-	5	1	5008729
ENSMUSG00000051671	+	1	0	
ENSMUSG00000028246	+	1	0	
ENSMUSG00000026107	-	1	0	
ENSMUSG00000050608	-	27	1	139103786
ENSMUSG00000029673	-	1	0	
ENSMUSG00000038116	+	3	1	156307788
ENSMUSG00000052593	-	4	0	
ENSMUSG00000078864	+	2	1	177769698
ENSMUSG00000027170	-	37	1	104999655
ENSMUSG00000051579	-	4	0	
ENSMUSG00000085824	-	1	0	
ENSMUSG00000055884	+	2	1	65130646
ENSMUSG00000020238	-	2	1	81486454
ENSMUSG00000004285	+	17	1	29470512
ENSMUSG00000021366	+	10	1	42185026
ENSMUSG00000081054	-	1	0	
ENSMUSG00000022685	-	2	1	13537959
ENSMUSG00000113241	-	1	0	
ENSMUSG00000024949	+	4	1	6377196
ENSMUSG00000061981	+	1	0	
ENSMUSG00000037138	-	1	0	
ENSMUSG00000005374	+	1	0	
ENSMUSG00000021981	+	5	1	59547352
ENSMUSG00000056629	-	15	1	6977738
ENSMUSG00000027012	+	12	1	71263294
ENSMUSG00000039956	+	1	0	
ENSMUSG00000001376	+	3	1	3603311
ENSMUSG00000024732	-	4	1	10942799
ENSMUSG00000040128	-	4	1	33245429
ENSMUSG00000013622	+	9	1	31054623
ENSMUSG00000011837	+	2	1	4256220
ENSMUSG00000021709	-	1	0	
ENSMUSG00000025591	-	1	0	
ENSMUSG00000021287	-	1	0	
ENSMUSG00000007050	+	8	1	34985891
ENSMUSG00000040265	-	18	2	162386021,162385827
ENSMUSG00000004996	-	2	0	
ENSMUSG00000033581	-	12	2	22059008,22059456
ENSMUSG00000020477	-	18	1	5704323
ENSMUSG00000029993	+	12	1	87028447
ENSMUSG00000020149	+	2	0	
ENSMUSG00000026798	+	1	0	
ENSMUSG00000022972	-	18	1	90925844
ENSMUSG00000009828	+	4	1	78167942
ENSMUSG00000042010	+	1	0	
ENSMUSG00000050945	-	2	0	
ENSMUSG00000107853	-	1	0	
ENSMUSG00000069041	+	8	1	40725593
ENSMUSG00000022962	-	1	0	
ENSMUSG00000023353	+	6	1	24502037
ENSMUSG00000022272	+	3	0	
ENSMUSG00000027313	+	1	0	
ENSMUSG00000018821	-	18	2	42123402,42123272
ENSMUSG00000024331	-	1	0	
ENSMUSG00000005299	-	3	1	33742316
ENSMUSG00000030834	-	2	1	45976466
ENSMUSG00000028577	-	9	1	94569167
ENSMUSG00000079523	-	4	1	72957351
ENSMUSG00000024528	+	8	1	52490742
ENSMUSG00000025790	-	2	0	
ENSMUSG00000028843	-	52	1	134127411
ENSMUSG00000034127	+	1	0	
ENSMUSG00000016933	+	1	0	
ENSMUSG00000115272	+	1	0	
ENSMUSG00000086495	-	2	1	91044091
ENSMUSG00000041417	-	5	1	101683822
ENSMUSG00000030494	+	26	1	35392287
ENSMUSG00000097993	-	1	0	
ENSMUSG00000026622	+	1	0	
ENSMUSG00000057054	-	1	0	
ENSMUSG00000025147	-	3	1	142008551
ENSMUSG00000109469	+	2	0	
ENSMUSG00000019303	-	9	2	101092156,101092198
ENSMUSG00000004383	-	1	0	
ENSMUSG00000036962	-	1	0	
ENSMUSG00000013928	+	1	0	
ENSMUSG00000021023	+	11	1	55382492
ENSMUSG00000095280	-	1	0	
ENSMUSG00000059920	-	3	1	64766103
ENSMUSG00000034709	+	3	1	88588367
ENSMUSG00000008200	+	2	1	90780473
ENSMUSG00000027378	-	3	1	127740733
ENSMUSG00000030088	+	3	1	90599160
ENSMUSG00000024728	-	1	0	
ENSMUSG00000040242	+	2	0	
ENSMUSG00000062397	-	58	1	37000627
ENSMUSG00000027367	+	2	1	127298933
ENSMUSG00000031727	+	1	0	
ENSMUSG00000039599	+	3	1	20383491
ENSMUSG00000023175	+	10	1	79711969
ENSMUSG00000042268	+	1	0	
ENSMUSG00000024542	+	3	1	67885170
ENSMUSG00000063445	-	1	0	
ENSMUSG00000079317	+	1	0	
ENSMUSG00000032512	+	1	0	
ENSMUSG00000024271	+	43	1	24638812
ENSMUSG00000045193	+	8	1	80171655
ENSMUSG00000023044	-	8	1	102176998
ENSMUSG00000087598	-	1	0	
ENSMUSG00000037608	+	4	1	20340264
ENSMUSG00000008301	+	9	1	56587188
ENSMUSG00000051705	-	2	1	59736468
ENSMUSG00000027163	+	5	1	101901642
ENSMUSG00000025208	-	6	1	45005423
ENSMUSG00000027282	+	2	1	90865390
ENSMUSG00000042567	+	1	0	
ENSMUSG00000024743	+	1	0	
ENSMUSG00000003226	+	2	1	58494173
ENSMUSG00000029422	-	5	1	123728719
ENSMUSG00000103158	+	3	1	161900944
ENSMUSG00000071176	+	1	0	
ENSMUSG00000031730	-	2	1	109593737
ENSMUSG00000036281	-	1	0	
ENSMUSG00000021365	-	1	0	
ENSMUSG00000058446	+	6	1	54889732
ENSMUSG00000027954	-	3	1	89271734
ENSMUSG00000046836	-	3	1	183278185
ENSMUSG00000031095	-	14	2	38533568,38531615
ENSMUSG00000003038	-	3	0	
ENSMUSG00000004677	+	13	2	71360713,71360247
ENSMUSG00000068922	-	4	1	88909641
ENSMUSG00000111950	+	23	2	26742892,26742998
ENSMUSG00000055302	-	6	1	36794908
ENSMUSG00000031642	+	2	0	
ENSMUSG00000034278	-	10	1	119172499
ENSMUSG00000104340	+	1	0	
ENSMUSG00000043029	+	1	0	
ENSMUSG00000034520	-	1	0	
ENSMUSG00000035785	+	2	1	104330759
ENSMUSG00000058704	-	3	1	74200701
ENSMUSG00000027952	+	1	0	
ENSMUSG00000113447	+	1	0	
ENSMUSG00000027496	-	20	2	172356197,172356391
ENSMUSG00000040390	-	3	1	27656378
ENSMUSG00000027761	+	2	1	60040158
ENSMUSG00000020515	+	16	2	58117847,58118589
ENSMUSG00000043051	+	1	0	
ENSMUSG00000064802	-	2	0	
ENSMUSG00000017132	-	21	1	118132014
ENSMUSG00000003992	+	6	1	91701245
ENSMUSG00000032126	-	5	1	44336347
ENSMUSG00000009628	+	3	1	33585585
ENSMUSG00000021983	-	3	1	59647530
ENSMUSG00000039810	-	1	0	
ENSMUSG00000106938	-	1	0	
ENSMUSG00000042712	+	1	0	
ENSMUSG00000009640	-	37	1	117674685
ENSMUSG00000026473	+	1	0	
ENSMUSG00000032301	+	14	1	54958029
ENSMUSG00000052997	-	7	1	34140693
ENSMUSG00000056770	-	2	0	
ENSMUSG00000021965	-	4	1	57806554
ENSMUSG00000028693	-	22	2	116601608,116601048
ENSMUSG00000115367	+	1	0	
ENSMUSG00000028466	+	2	0	
ENSMUSG00000036352	-	16	1	25998546
ENSMUSG00000032333	+	1	0	
ENSMUSG00000030224	+	4	1	137751096
ENSMUSG00000000168	-	8	2	50636351,50635779
ENSMUSG00000028684	-	23	2	116990216,116989963
ENSMUSG00000105589	-	106	2	109271125,109270771
ENSMUSG00000026544	-	1	0	
ENSMUSG00000116500	+	1	0	
ENSMUSG00000031991	+	3	1	27401708
ENSMUSG00000095821	+	8	1	120318266
ENSMUSG00000022304	-	3	1	39782696
ENSMUSG00000015981	-	2	0	
ENSMUSG00000021192	+	13	3	102498008,102497907,102498030
ENSMUSG00000023055	-	3	1	102706776
ENSMUSG00000022020	-	7	1	79335631
ENSMUSG00000022191	+	9	1	12935246
ENSMUSG00000002608	-	2	1	25711111
ENSMUSG00000022247	-	34	1	10476180
ENSMUSG00000025404	+	2	0	
ENSMUSG00000015970	+	1	0	
ENSMUSG00000029682	+	1	0	
ENSMUSG00000002109	-	1	0	
ENSMUSG00000020154	+	1	0	
ENSMUSG00000020803	+	4	1	72209787
ENSMUSG00000066151	-	5	1	62300344
ENSMUSG00000032306	-	1	0	
ENSMUSG00000068184	-	28	1	108052590
ENSMUSG00000014601	-	6	1	107612531
ENSMUSG00000039633	-	1	0	
ENSMUSG00000042594	-	2	0	
ENSMUSG00000115729	+	1	0	
ENSMUSG00000035297	+	61	2	100547780,100547799
ENSMUSG00000028114	-	1	0	
ENSMUSG00000019813	-	4	1	41718840
ENSMUSG00000037221	-	4	1	137596644
ENSMUSG00000024826	-	3	1	5897384
ENSMUSG00000028990	+	2	1	149496668
ENSMUSG00000017167	+	2	0	
ENSMUSG00000022262	+	1	0	
ENSMUSG00000000916	+	1	0	
ENSMUSG00000020594	+	4	0	
ENSMUSG00000038871	+	86	2	34504466,34505127
ENSMUSG00000003970	+	46	1	76906314
ENSMUSG00000022505	-	8	2	10283599,10283848
ENSMUSG00000037343	-	1	0	
ENSMUSG00000058056	-	1	0	
ENSMUSG00000028517	+	32	3	105231157,105231181,105195157
ENSMUSG00000087559	-	1	0	
ENSMUSG00000030530	-	5	1	80389193
ENSMUSG00000027076	+	4	1	84830213
ENSMUSG00000046962	-	3	0	
ENSMUSG00000027466	-	1	0	
ENSMUSG00000030120	+	37	1	124936144
ENSMUSG00000024070	-	1	0	
ENSMUSG00000031661	+	1	0	
ENSMUSG00000031861	+	1	0	
ENSMUSG00000031913	+	12	2	107045756,107045465
ENSMUSG00000025785	+	15	1	123136127
ENSMUSG00000001270	-	129	1	111669360
ENSMUSG00000027959	+	1	0	
ENSMUSG00000053716	+	7	2	106375724,106374601
ENSMUSG00000031782	+	1	0	
ENSMUSG00000048100	+	7	1	108582066
ENSMUSG00000025583	+	1	0	
ENSMUSG00000028329	-	2	0	
ENSMUSG00000020527	+	3	0	
ENSMUSG00000028478	+	13	1	44032846
ENSMUSG00000029491	+	1	0	
ENSMUSG00000024472	+	7	2	44396088,44417953
ENSMUSG00000038015	-	3	1	10791375
ENSMUSG00000040249	-	3	1	127538156
ENSMUSG00000028013	+	4	1	133378069
ENSMUSG00000032311	-	6	1	55224795
ENSMUSG00000085600	+	1	0	
ENSMUSG00000042380	+	1	0	
ENSMUSG00000068394	-	1	0	
ENSMUSG00000038637	+	1	0	
ENSMUSG00000036036	+	93	2	37010612,37010632
ENSMUSG00000107740	-	3	0	
ENSMUSG00000038406	-	18	1	45002947
ENSMUSG00000096576	+	102	3	87608844,87607505,87608139
ENSMUSG00000024309	-	34	1	33938918
ENSMUSG00000029146	+	7	2	31198900,31198673
ENSMUSG00000029030	-	7	1	154157484
ENSMUSG00000020075	-	3	1	62582112
ENSMUSG00000032845	-	1	0	
ENSMUSG00000042790	-	4	1	45864390
ENSMUSG00000023908	+	12	1	23736735
ENSMUSG00000063846	+	1	0	
ENSMUSG00000074354	-	24	4	51839513,51840118,51840014,51840078
ENSMUSG00000024501	-	2	0	
ENSMUSG00000032047	-	22	1	53582373
ENSMUSG00000024991	-	3	1	60761116
ENSMUSG00000020521	+	4	1	86496544
ENSMUSG00000021534	+	3	1	68613286
ENSMUSG00000021945	+	3	1	56960349
ENSMUSG00000005575	-	3	1	13035237
ENSMUSG00000026960	+	2	0	
ENSMUSG00000112161	-	6	2	119161976,119161945
ENSMUSG00000045291	-	90	4	136400290,136400523,136400990,136400314
ENSMUSG00000033767	-	7	1	83898207
ENSMUSG00000028221	+	6	2	14914100,14915265
ENSMUSG00000074059	-	172	1	109676733
ENSMUSG00000090256	+	1	0	
ENSMUSG00000053768	-	2	0	
ENSMUSG00000063480	-	30	2	82041983,82041341
ENSMUSG00000035798	-	1	0	
ENSMUSG00000024863	+	43	1	30239682
ENSMUSG00000048175	-	2	1	98134636
ENSMUSG00000039230	+	4	2	121504940,121617162
ENSMUSG00000027244	-	1	0	
ENSMUSG00000026520	+	9	1	180908088
ENSMUSG00000026972	-	46	1	24925351
ENSMUSG00000015671	+	90	3	14625589,14625673,14625609
ENSMUSG00000028729	+	16	1	118625981
ENSMUSG00000001995	-	3	1	125418073
ENSMUSG00000038587	+	9	1	4359469
ENSMUSG00000015733	+	2	0	
ENSMUSG00000029321	-	1	0	
ENSMUSG00000042377	+	28	2	61708212,61708158
ENSMUSG00000033068	+	3	1	150771673
ENSMUSG00000036167	+	8	1	93489316
ENSMUSG00000023118	+	9	1	19054617
ENSMUSG00000030890	+	1	0	
ENSMUSG00000019715	+	17	3	29959418,29958929,29958583
ENSMUSG00000034645	-	1	0	
ENSMUSG00000106909	-	2	0	
ENSMUSG00000035062	-	1	0	
ENSMUSG00000007589	-	7	1	55679101
ENSMUSG00000008307	+	1	0	
ENSMUSG00000039183	-	14	1	24882616
ENSMUSG00000021048	+	15	1	76319803
ENSMUSG00000028394	-	8	2	62523797,62522651
ENSMUSG00000110399	-	1	0	
ENSMUSG00000079637	+	1	0	
ENSMUSG00000057522	+	1	0	
ENSMUSG00000114697	+	4	1	67188981
ENSMUSG00000027805	-	1	0	
ENSMUSG00000106538	+	4	2	52996091,52996148
ENSMUSG00000032422	-	3	1	88376751
ENSMUSG00000032717	-	1	0	
ENSMUSG00000104572	-	8	1	109516389
ENSMUSG00000037235	-	1	0	
ENSMUSG00000023079	-	18	1	134357655
ENSMUSG00000026490	+	3	0	
ENSMUSG00000058486	-	10	1	34880425
ENSMUSG00000059060	+	7	1	79814378
ENSMUSG00000049119	+	1	0	
ENSMUSG00000109190	-	7	1	8717036
ENSMUSG00000038485	+	1	0	
ENSMUSG00000045094	-	1	0	
ENSMUSG00000090841	-	1	0	
ENSMUSG00000002279	+	1	0	
ENSMUSG00000063052	+	4	1	158067090
ENSMUSG00000024516	+	28	1	65817660
ENSMUSG00000029552	+	1	0	
ENSMUSG00000011267	+	56	1	19580650
ENSMUSG00000055760	+	3	1	80228475
ENSMUSG00000027884	+	48	2	108678840,108678012
ENSMUSG00000062151	-	1	0	
ENSMUSG00000041073	-	2	1	6597822
ENSMUSG00000009863	+	13	1	140979193
ENSMUSG00000033487	-	1	0	
ENSMUSG00000029202	-	1	0	
ENSMUSG00000022174	-	23	1	54235484
ENSMUSG00000006850	+	11	1	36742397
ENSMUSG00000038515	-	1	0	
ENSMUSG00000038555	+	8	1	34847459
ENSMUSG00000020689	+	2	0	
ENSMUSG00000021597	-	1	0	
ENSMUSG00000034686	+	8	1	55473154
ENSMUSG00000024406	+	22	1	35510770
ENSMUSG00000029699	-	1	0	
ENSMUSG00000037816	+	3	1	50433781
ENSMUSG00000027173	-	101	1	104721783
ENSMUSG00000021483	+	37	1	64439721
ENSMUSG00000032127	-	6	1	44348086
ENSMUSG00000071379	+	8	1	17791929
ENSMUSG00000022809	-	1	0	
ENSMUSG00000057738	+	15	2	30031451,30031303
ENSMUSG00000001305	-	3	1	186721085
ENSMUSG00000025400	+	5	1	127731768
ENSMUSG00000027601	+	4	1	19219562
ENSMUSG00000026779	-	10	3	23118138,23118114,23118323
ENSMUSG00000021731	-	5	1	118380265
ENSMUSG00000006599	+	1	0	
ENSMUSG00000032359	+	12	1	90076087
ENSMUSG00000004667	-	10	1	80035952
ENSMUSG00000026023	+	2	0	
ENSMUSG00000032349	+	5	1	77984516
ENSMUSG00000007670	-	5	1	57021050
ENSMUSG00000047879	-	2	0	
ENSMUSG00000027132	+	1	0	
ENSMUSG00000035621	+	2	0	
ENSMUSG00000027650	-	2	0	
ENSMUSG00000054976	+	1	0	
ENSMUSG00000020738	-	17	1	115523101
ENSMUSG00000031843	-	172	1	117791643
ENSMUSG00000022701	+	1	0	
ENSMUSG00000003234	+	48	1	20560818
ENSMUSG00000030020	-	4	1	92688153
ENSMUSG00000030374	+	8	1	16840929
ENSMUSG00000038754	+	1	0	
ENSMUSG00000044405	+	1	0	
ENSMUSG00000004317	-	5	1	7159472
ENSMUSG00000031157	-	6	1	7894519
ENSMUSG00000029922	-	1	0	
ENSMUSG00000003131	-	3	0	
ENSMUSG00000020650	-	1	0	
ENSMUSG00000054021	+	4	1	43395197
ENSMUSG00000024054	-	3	1	71344488
ENSMUSG00000097616	+	2	0	
ENSMUSG00000020451	-	1	0	
ENSMUSG00000028331	-	2	0	
ENSMUSG00000057363	-	8	3	43749506,43749531,43749876
ENSMUSG00000000706	-	1	0	
ENSMUSG00000039901	-	6	1	45918438
ENSMUSG00000068882	+	27	3	69871510,69871392,69871430
ENSMUSG00000095595	+	7	2	55139015,55139594
ENSMUSG00000042492	-	5	1	127197796
ENSMUSG00000031333	-	1	0	
ENSMUSG00000039461	-	2	0	
ENSMUSG00000097431	+	1	0	
ENSMUSG00000047379	+	1	0	
ENSMUSG00000037570	-	2	1	99242816
ENSMUSG00000019189	+	3	1	44565520
ENSMUSG00000018585	-	17	1	55446640
ENSMUSG00000015943	-	9	2	96196796,96196582
ENSMUSG00000028156	+	19	2	138556909,138556457
ENSMUSG00000002064	+	10	1	78255492
ENSMUSG00000029499	-	2	0	
ENSMUSG00000048772	+	2	0	
ENSMUSG00000020922	-	2	0	
ENSMUSG00000055789	-	103	1	58635256
ENSMUSG00000002147	+	10	2	127660961,127660110
ENSMUSG00000056267	+	2	0	
ENSMUSG00000020628	-	1	0	
ENSMUSG00000003865	+	1	0	
ENSMUSG00000044224	-	17	1	10446762
ENSMUSG00000027679	-	13	3	34077349,34077433,34077368
ENSMUSG00000027698	+	3	1	27242043
ENSMUSG00000052955	-	2	1	53873279
ENSMUSG00000058997	+	2	1	79065270
ENSMUSG00000036940	-	11	2	136550559,136550539
ENSMUSG00000032110	+	1	0	
ENSMUSG00000040771	+	4	2	48411630,48417259
ENSMUSG00000024493	-	2	1	42202348
ENSMUSG00000028702	-	5	1	116096954
ENSMUSG00000075703	+	1	0	
ENSMUSG00000022008	-	1	0	
ENSMUSG00000024471	+	1	0	
ENSMUSG00000029465	+	65	2	122406179,122406144
ENSMUSG00000032285	+	1	0	
ENSMUSG00000031311	+	8	1	101448587
ENSMUSG00000042303	+	20	1	81012071
ENSMUSG00000045031	-	2	1	37308623
ENSMUSG00000020407	+	29	1	9136166
ENSMUSG00000004642	-	85	1	33640061
ENSMUSG00000079679	-	1	0	
ENSMUSG00000020083	-	67	1	62108209
ENSMUSG00000022715	-	5	1	8409274
ENSMUSG00000014301	-	12	1	4616466
ENSMUSG00000021040	+	32	1	87449918
ENSMUSG00000057173	-	2	1	39665298
ENSMUSG00000047766	-	6	1	60587228
ENSMUSG00000020917	-	1	0	
ENSMUSG00000051007	-	1	0	
ENSMUSG00000043719	-	2	0	
ENSMUSG00000005609	+	2	1	111056377
ENSMUSG00000001082	-	5	1	34633646
ENSMUSG00000048154	-	4	0	
ENSMUSG00000031393	-	2	1	74035283
ENSMUSG00000057691	-	2	0	
ENSMUSG00000025235	-	10	1	59321989
ENSMUSG00000024811	+	3	1	36892879
ENSMUSG00000028609	+	62	2	107887390,107887425
ENSMUSG00000038242	+	1	0	
ENSMUSG00000037824	-	8	1	40906518
ENSMUSG00000017664	-	5	1	165276553
ENSMUSG00000066113	+	4	1	86424676
ENSMUSG00000039578	+	3	1	61811046
ENSMUSG00000036452	+	3	1	38971278
ENSMUSG00000024799	-	4	1	6062819
ENSMUSG00000002496	-	1	0	
ENSMUSG00000036817	+	1	0	
ENSMUSG00000054237	-	13	1	38188476
ENSMUSG00000030204	+	5	1	135023772
ENSMUSG00000000732	+	3	1	78079525
ENSMUSG00000001418	+	2	1	88328673
ENSMUSG00000040189	+	1	0	
ENSMUSG00000061578	+	4	1	117766036
ENSMUSG00000039512	+	2	1	27896353
ENSMUSG00000030282	+	4	1	142775714
ENSMUSG00000032776	-	1	0	
ENSMUSG00000028255	-	1	0	
ENSMUSG00000038299	+	30	4	32866033,32866400,32866350,32866436
ENSMUSG00000021838	+	1	0	
ENSMUSG00000050424	-	3	0	
ENSMUSG00000025907	+	7	2	6274346,6274504
ENSMUSG00000092354	+	18	2	101844330,101844434
ENSMUSG00000047388	+	2	1	116958245
ENSMUSG00000035969	+	1	0	
ENSMUSG00000048439	+	1	0	
ENSMUSG00000004947	+	49	1	136032866
ENSMUSG00000042419	-	4	1	35220174
ENSMUSG00000087512	-	3	1	7183149
ENSMUSG00000022033	+	1	0	
ENSMUSG00000040387	-	2	0	
ENSMUSG00000019802	+	2	1	42829282
ENSMUSG00000006095	-	28	1	30224136
ENSMUSG00000024059	+	3	1	71780545
ENSMUSG00000030298	-	16	1	113728066
ENSMUSG00000034729	+	1	0	
ENSMUSG00000030019	+	1	0	
ENSMUSG00000047798	-	1	0	
ENSMUSG00000031903	+	1	0	
ENSMUSG00000030610	-	17	3	78827470,78822963,78827669
ENSMUSG00000022682	+	3	1	13814841
ENSMUSG00000030122	-	2	1	124913680
ENSMUSG00000085890	+	1	0	
ENSMUSG00000033373	+	2	1	76920360
ENSMUSG00000111423	+	11	1	78273046
ENSMUSG00000110186	-	3	1	10988418
ENSMUSG00000097093	-	1	0	
ENSMUSG00000049184	+	1	0	
ENSMUSG00000025059	-	6	1	85704205
ENSMUSG00000021497	+	3	0	
ENSMUSG00000020585	+	19	1	8938728
ENSMUSG00000035941	-	8	2	85687541,85687359
ENSMUSG00000028906	-	2	0	
ENSMUSG00000019726	+	1	0	
ENSMUSG00000035329	-	2	1	59200654
ENSMUSG00000096215	+	4	1	5008309
ENSMUSG00000045333	-	2	0	
ENSMUSG00000034112	+	32	1	119757718
ENSMUSG00000097643	-	2	1	95787853
ENSMUSG00000029672	-	1	0	
ENSMUSG00000029462	+	11	2	122363287,122362997
ENSMUSG00000086380	+	1	0	
ENSMUSG00000004994	-	17	1	84258301
ENSMUSG00000003437	+	8	1	28399383
ENSMUSG00000005779	-	34	1	94884323
ENSMUSG00000079659	+	9	2	9119042,9118991
ENSMUSG00000030465	-	3	1	67878275
ENSMUSG00000047777	-	5	1	151989630
ENSMUSG00000026944	+	1	0	
ENSMUSG00000038615	-	1	0	
ENSMUSG00000027219	+	1	0	
ENSMUSG00000027775	+	1	0	
ENSMUSG00000004565	+	4	1	3544264
ENSMUSG00000087586	-	1	0	
ENSMUSG00000024413	-	2	0	
ENSMUSG00000045996	+	21	2	36176945,36177010
ENSMUSG00000026018	-	4	0	
ENSMUSG00000107213	+	2	0	
ENSMUSG00000019841	+	3	1	39875206
ENSMUSG00000003810	-	1	0	
ENSMUSG00000070047	+	6	1	45052257
ENSMUSG00000028869	+	18	1	125055380
ENSMUSG00000024791	+	21	1	6091773
ENSMUSG00000018848	-	43	1	35808380
ENSMUSG00000057454	+	1	0	
ENSMUSG00000027330	+	1	0	
ENSMUSG00000041870	+	3	1	114805821
ENSMUSG00000024925	+	6	1	5602936
ENSMUSG00000026172	+	1	0	
ENSMUSG00000028793	+	13	1	129084526
ENSMUSG00000020661	+	3	0	
ENSMUSG00000034243	+	3	1	36933081
ENSMUSG00000062075	-	5	1	80902790
ENSMUSG00000106718	+	3	1	37897923
ENSMUSG00000040183	-	2	0	
ENSMUSG00000026470	+	4	0	
ENSMUSG00000035372	+	1	0	
ENSMUSG00000022347	-	4	1	60917586
ENSMUSG00000105857	+	47	2	128342832,128342778
ENSMUSG00000081534	+	1	0	
ENSMUSG00000027495	+	8	1	172352944
ENSMUSG00000017561	-	4	1	80046497
ENSMUSG00000056293	-	4	1	63824347
ENSMUSG00000020476	+	2	0	
ENSMUSG00000034160	+	4	0	
ENSMUSG00000042211	-	6	1	62504154
ENSMUSG00000090112	+	1	0	
ENSMUSG00000015120	-	23	3	25261915,25262176,25262230
ENSMUSG00000029769	+	6	1	29426953
ENSMUSG00000110207	+	1	0	
ENSMUSG00000113051	+	3	1	105137478
ENSMUSG00000036529	-	1	0	
ENSMUSG00000002661	+	29	1	56999137
ENSMUSG00000039826	-	1	0	
ENSMUSG00000111444	+	1	0	
ENSMUSG00000034311	+	16	1	100727214
ENSMUSG00000040565	+	5	0	
ENSMUSG00000019854	+	30	1	18125133
ENSMUSG00000031953	-	1	0	
ENSMUSG00000068923	-	1	0	
ENSMUSG00000085035	-	1	0	
ENSMUSG00000062981	-	7	1	95480804
ENSMUSG00000100605	+	2	1	34226143
ENSMUSG00000051674	+	1	0	
ENSMUSG00000040813	-	21	1	106658751
ENSMUSG00000079584	+	1	0	
ENSMUSG00000033233	+	1	0	
ENSMUSG00000048668	-	5	2	128357359,128357382
ENSMUSG00000028541	-	3	1	117873135
ENSMUSG00000009030	-	1	0	
ENSMUSG00000027551	-	5	1	168893332
ENSMUSG00000033389	-	5	1	65059407
ENSMUSG00000026005	+	4	2	66718677,66718748
ENSMUSG00000039640	+	49	2	120488703,120488754
